Area_sqft,Bedrooms,Bathrooms,Age_years,Parking_spaces,Location,Property_Type,Furnishing,Price
2655,4,1.0,18.0,1,Nashik,Villa,Furnished,18715161.0
3501,5,4.0,29.0,2,Nagpur,Independent House,Semi-Furnished,18935053.0
3357,2,3.0,1.0,3,Nagpur,Apartment,Unfurnished,17407838.0
2358,2,3.0,31.0,1,Pune,Independent House,Semi-Furnished,22184339.0
1736,5,3.0,9.0,3,Thane,Apartment,Furnished,25341176.0
1971,3,2.0,26.0,2,Nashik,Apartment,Furnished,12839148.0
2146,2,4.0,32.0,0,Nashik,Villa,Semi-Furnished,14611888.0
1376,2,,31.0,3,Pune,Villa,Semi-Furnished,13896392.0
3001,5,4.0,26.0,3,Pune,Independent House,Semi-Furnished,30492420.0
1333,1,2.0,27.0,2,Mumbai,Apartment,Unfurnished,23726405.0
3094,1,1.0,7.0,0,Pune,Apartment,Semi-Furnished,28999155.0
3505,4,1.0,5.0,0,Nagpur,Apartment,Unfurnished,17148235.0
4347,1,4.0,15.0,3,Mumbai,Independent House,Furnished,82632602.0
975,1,3.0,24.0,0,Pune,Independent House,Semi-Furnished,10156509.0
3538,5,2.0,24.0,1,Pune,Independent House,Semi-Furnished,34614802.0
843,3,4.0,31.0,2,Pune,Apartment,Semi-Furnished,9162918.0
1848,4,3.0,12.0,0,Mumbai,Independent House,Semi-Furnished,36286074.0
1205,3,3.0,34.0,3,Pune,Apartment,Unfurnished,11252046.0
1149,1,3.0,17.0,2,Nashik,Independent House,Unfurnished,8484441.0
1201,1,1.0,9.0,0,Pune,Apartment,Unfurnished,11289958.0
675,4,1.0,29.0,1,Nashik,Apartment,Unfurnished,4724765.0
3792,1,3.0,5.0,1,Thane,Apartment,Semi-Furnished,47708539.0
744,3,1.0,16.0,0,Thane,Villa,Semi-Furnished,12247002.0
2094,2,3.0,31.0,3,Nashik,Apartment,Semi-Furnished,12176667.0
3296,2,1.0,30.0,1,Mumbai,Apartment,Furnished,60476890.0
4461,5,2.0,10.0,2,Nagpur,Villa,Furnished,24977522.0
3914,4,3.0,6.0,2,Thane,Independent House,Unfurnished,50362883.0
1048,4,3.0,1.0,0,Mumbai,Villa,Semi-Furnished,23643427.0
4450,2,4.0,3.0,2,Pune,Apartment,Furnished,43093769.0
3114,2,3.0,33.0,1,Nagpur,Villa,Unfurnished,15186968.0
1218,4,1.0,31.0,0,Pune,Apartment,Semi-Furnished,11526578.0
2294,1,4.0,20.0,1,Nagpur,Apartment,Furnished,11942871.0
4171,2,1.0,22.0,2,Pune,Apartment,Furnished,38674191.0
2071,4,1.0,13.0,0,Pune,Apartment,Furnished,21545816.0
1234,4,4.0,7.0,3,Nagpur,Apartment,Furnished,10126869.0
4000,1,1.0,0.0,2,Nagpur,Apartment,Unfurnished,18555826.0
4311,4,3.0,26.0,1,Nashik,Apartment,Semi-Furnished,25667390.0
4402,3,2.0,1.0,2,Thane,Villa,Furnished,58496223.0
4322,2,4.0,4.0,1,Thane,Apartment,Unfurnished,53683602.0
3991,4,1.0,31.0,2,Mumbai,Apartment,Unfurnished,72514859.0
2317,5,1.0,23.0,0,Thane,Apartment,Unfurnished,29541099.0
1269,3,2.0,19.0,2,Mumbai,Villa,Semi-Furnished,26278609.0
2968,2,2.0,8.0,0,Pune,Independent House,Semi-Furnished,29783892.0
1383,2,4.0,5.0,0,Thane,Apartment,Furnished,18978364.0
2392,3,3.0,18.0,1,Mumbai,Villa,Semi-Furnished,46522435.0
3124,1,1.0,14.0,0,Thane,Independent House,Semi-Furnished,39343570.0
4286,3,4.0,21.0,1,Pune,Villa,Unfurnished,41899245.0
1656,1,2.0,6.0,0,Pune,Apartment,Furnished,16602783.0
1507,1,4.0,9.0,0,Pune,Apartment,Semi-Furnished,14203801.0
3438,3,4.0,4.0,0,Nashik,Apartment,Semi-Furnished,21399964.0
525,4,1.0,16.0,3,Thane,Apartment,Unfurnished,8478817.0
2765,5,3.0,11.0,2,Mumbai,Apartment,Unfurnished,52227331.0
3483,1,2.0,8.0,0,Pune,Independent House,Unfurnished,33212301.0
2703,2,2.0,21.0,0,Mumbai,Apartment,Furnished,50124595.0
2035,3,2.0,19.0,3,Mumbai,Apartment,Unfurnished,37980128.0
3814,3,3.0,8.0,2,Nashik,Independent House,Furnished,25647990.0
1984,5,2.0,27.0,3,Nagpur,Villa,Unfurnished,12515070.0
3342,4,1.0,13.0,0,Pune,Apartment,Semi-Furnished,31856434.0
2356,3,2.0,13.0,1,Mumbai,Independent House,Unfurnished,44692989.0
606,1,1.0,19.0,0,Nashik,Apartment,Unfurnished,3119236.0
2622,1,4.0,5.0,1,Pune,Apartment,Semi-Furnished,25823131.0
697,1,3.0,16.0,0,Mumbai,Apartment,Semi-Furnished,12783350.0
4223,4,2.0,23.0,0,Nashik,Apartment,Semi-Furnished,25267120.0
2906,2,2.0,5.0,2,Mumbai,Independent House,Semi-Furnished,55348644.0
1988,2,1.0,22.0,3,Pune,Apartment,Semi-Furnished,19231316.0
2444,4,2.0,1.0,2,Pune,Independent House,Semi-Furnished,27182333.0
2976,5,4.0,24.0,3,Nagpur,Apartment,Semi-Furnished,16251753.0
1540,3,1.0,1.0,3,Pune,Independent House,Unfurnished,16398898.0
1653,5,1.0,7.0,3,Thane,Apartment,Semi-Furnished,23113210.0
2174,4,4.0,14.0,0,Mumbai,Independent House,Unfurnished,42390475.0
1534,4,3.0,24.0,1,Mumbai,Apartment,Unfurnished,29534224.0
3531,5,1.0,28.0,2,Nagpur,Independent House,Unfurnished,18107230.0
915,1,2.0,18.0,3,Mumbai,Independent House,Semi-Furnished,18186452.0
3806,4,3.0,5.0,3,Pune,Apartment,Unfurnished,36404163.0
1894,5,2.0,15.0,2,Pune,Apartment,Furnished,19790628.0
2744,5,2.0,31.0,1,Nagpur,Villa,Furnished,16340817.0
1131,3,3.0,3.0,1,Mumbai,Villa,Unfurnished,24235537.0
2041,4,3.0,28.0,0,Thane,Apartment,Semi-Furnished,27071310.0
3518,5,4.0,15.0,1,Mumbai,Villa,Unfurnished,67042338.0
1582,5,1.0,0.0,0,Mumbai,Independent House,Unfurnished,32126931.0
1029,5,2.0,27.0,3,Pune,Independent House,Furnished,12874329.0
2587,5,1.0,1.0,0,Pune,Apartment,Semi-Furnished,26333290.0
1149,2,3.0,14.0,1,Thane,Apartment,Unfurnished,14669044.0
1758,4,3.0,7.0,3,Pune,Apartment,Furnished,20027923.0
2301,3,2.0,23.0,3,Thane,Villa,Furnished,32115136.0
2756,5,3.0,2.0,1,Pune,Independent House,Semi-Furnished,29333105.0
3057,5,2.0,3.0,1,Nashik,Apartment,Semi-Furnished,20741100.0
3206,5,1.0,21.0,2,Pune,Apartment,Furnished,32006049.0
3877,3,3.0,39.0,3,Nagpur,Apartment,Semi-Furnished,19263152.0
764,3,2.0,1.0,3,Pune,Apartment,Semi-Furnished,9696588.0
1949,1,2.0,18.0,2,Nashik,Independent House,Furnished,13557809.0
504,4,2.0,32.0,1,Thane,Villa,Semi-Furnished,8882282.0
537,3,4.0,11.0,1,Nashik,Apartment,Unfurnished,4542153.0
1349,3,1.0,19.0,2,Pune,Apartment,Unfurnished,14131922.0
2892,4,2.0,33.0,3,Nagpur,Apartment,Semi-Furnished,14215358.0
4078,5,3.0,29.0,0,Mumbai,Villa,Unfurnished,76557752.0
3594,1,1.0,11.0,3,Pune,Villa,Unfurnished,33981897.0
3085,3,1.0,30.0,1,Mumbai,Apartment,Semi-Furnished,55929362.0
3612,4,3.0,27.0,0,Thane,Apartment,Furnished,45096594.0
1187,5,3.0,20.0,0,Mumbai,Independent House,Unfurnished,24064369.0
3859,4,3.0,17.0,1,Nagpur,Independent House,Unfurnished,20380448.0
4061,4,1.0,37.0,0,Nagpur,Apartment,Furnished,19717966.0
880,5,4.0,34.0,0,Mumbai,Apartment,Semi-Furnished,17436936.0
2379,5,2.0,39.0,1,Mumbai,Independent House,Furnished,45446650.0
3820,4,1.0,27.0,3,Nagpur,Villa,Semi-Furnished,21217580.0
2404,2,2.0,14.0,2,Mumbai,Independent House,Semi-Furnished,46599382.0
3861,3,1.0,4.0,0,Pune,Apartment,Unfurnished,36714163.0
4242,4,2.0,5.0,2,Mumbai,Apartment,Semi-Furnished,78525151.0
2398,1,2.0,38.0,1,Thane,Apartment,Semi-Furnished,29041233.0
737,4,2.0,14.0,2,Pune,Independent House,Unfurnished,10427160.0
1860,3,2.0,4.0,0,Pune,Villa,Unfurnished,19426823.0
1360,5,4.0,8.0,0,Pune,Apartment,Semi-Furnished,16077215.0
2396,2,4.0,0.0,1,Pune,Independent House,Semi-Furnished,25245347.0
2843,5,2.0,21.0,3,Thane,Independent House,Semi-Furnished,37708788.0
2355,3,4.0,23.0,2,Nashik,Apartment,Semi-Furnished,15060282.0
1281,3,4.0,15.0,0,Nagpur,Villa,Semi-Furnished,9863967.0
1704,4,4.0,29.0,3,Nagpur,Villa,Unfurnished,11878913.0
3218,3,1.0,19.0,3,Mumbai,Apartment,Furnished,60611707.0
607,5,2.0,38.0,2,Nagpur,Villa,Furnished,6063383.0
1356,1,2.0,30.0,2,Thane,Apartment,Unfurnished,15790097.0
4069,4,1.0,3.0,0,Nagpur,Independent House,Semi-Furnished,21752604.0
896,5,1.0,10.0,2,Nagpur,Independent House,Semi-Furnished,8599498.0
2158,2,3.0,30.0,3,Mumbai,Independent House,Furnished,40306629.0
1327,2,2.0,21.0,1,Thane,Villa,Semi-Furnished,18479124.0
918,3,4.0,30.0,0,Pune,Apartment,Semi-Furnished,8924449.0
2190,4,3.0,13.0,3,Nagpur,Apartment,Furnished,12678780.0
2585,5,1.0,1.0,2,Mumbai,Villa,Semi-Furnished,52083581.0
1204,4,4.0,31.0,2,Nashik,Apartment,Unfurnished,7992651.0
811,4,2.0,31.0,2,Thane,Villa,Semi-Furnished,12091836.0
1038,3,3.0,25.0,0,Nashik,Apartment,Furnished,7487702.0
3106,4,4.0,,0,Pune,Apartment,Semi-Furnished,31370137.0
3941,2,3.0,0.0,3,Nagpur,Apartment,Semi-Furnished,19611489.0
1221,3,1.0,29.0,3,Thane,Villa,Semi-Furnished,17881822.0
1781,1,1.0,26.0,0,Nashik,Apartment,Semi-Furnished,10400967.0
1875,1,2.0,26.0,2,Thane,Villa,Furnished,25287760.0
1943,5,1.0,6.0,2,Thane,Apartment,Semi-Furnished,27243600.0
1477,5,1.0,29.0,1,Thane,Villa,Semi-Furnished,20957085.0
721,3,4.0,28.0,2,Mumbai,Villa,Furnished,17738673.0
2600,1,1.0,34.0,3,Mumbai,Apartment,Unfurnished,46884472.0
1929,1,1.0,22.0,3,Thane,Apartment,Unfurnished,23273360.0
1869,1,3.0,29.0,0,Thane,Apartment,Furnished,22508758.0
1559,4,1.0,16.0,1,Pune,Apartment,Semi-Furnished,15510222.0
4217,2,2.0,27.0,3,Pune,Villa,Semi-Furnished,39788116.0
2941,2,4.0,27.0,0,Mumbai,Apartment,Unfurnished,53755367.0
2174,5,3.0,31.0,3,Nagpur,Independent House,Unfurnished,12986435.0
1321,5,4.0,34.0,1,Thane,Independent House,Unfurnished,18617648.0
3704,4,2.0,0.0,2,Nashik,Apartment,Semi-Furnished,23476779.0
4053,2,3.0,31.0,1,Pune,Independent House,Semi-Furnished,38867916.0
629,3,1.0,31.0,3,Mumbai,Villa,Unfurnished,13846009.0
4218,2,2.0,21.0,2,Thane,Apartment,Semi-Furnished,51576410.0
3297,5,1.0,20.0,2,Mumbai,Villa,Furnished,64072253.0
899,1,4.0,28.0,1,Pune,Independent House,Furnished,11242377.0
3512,4,1.0,18.0,0,Mumbai,Apartment,Furnished,65645975.0
929,3,1.0,16.0,3,Thane,Apartment,Semi-Furnished,12812537.0
703,4,2.0,32.0,1,Mumbai,Apartment,Semi-Furnished,14013987.0
961,3,2.0,31.0,0,Pune,Apartment,Semi-Furnished,9657520.0
2339,1,2.0,8.0,3,Mumbai,Villa,Unfurnished,44802511.0
2978,4,2.0,33.0,0,Thane,Apartment,Furnished,37156705.0
2129,4,2.0,13.0,2,Mumbai,Villa,Semi-Furnished,42626905.0
987,3,4.0,5.0,1,Mumbai,Apartment,Semi-Furnished,21229591.0
1296,2,3.0,35.0,3,Pune,Apartment,Unfurnished,12459939.0
3909,2,4.0,9.0,0,Mumbai,Independent House,Unfurnished,72627712.0
4350,3,4.0,8.0,3,Thane,Apartment,Furnished,56081056.0
3517,2,3.0,10.0,0,Nagpur,Apartment,Unfurnished,16980358.0
913,2,4.0,19.0,3,Mumbai,Apartment,Unfurnished,18079065.0
3779,2,1.0,6.0,1,Thane,Apartment,Semi-Furnished,46992131.0
3267,1,4.0,6.0,0,Mumbai,Apartment,Semi-Furnished,59506384.0
2604,5,2.0,15.0,1,Thane,Apartment,Unfurnished,32056654.0
1072,2,3.0,8.0,0,Pune,Villa,Unfurnished,12799980.0
4486,1,1.0,7.0,1,Mumbai,Villa,Furnished,83694212.0
2270,1,1.0,36.0,2,Thane,Independent House,Furnished,27762332.0
676,5,4.0,23.0,2,Thane,Independent House,Semi-Furnished,11702096.0
1339,3,2.0,0.0,2,Nagpur,Apartment,Furnished,9651589.0
2105,2,1.0,4.0,3,Nagpur,Apartment,Semi-Furnished,11623522.0
749,3,3.0,32.0,1,Thane,Independent House,Semi-Furnished,11515293.0
1795,1,1.0,10.0,2,Nagpur,Apartment,Semi-Furnished,9341393.0
2373,2,2.0,6.0,0,Pune,Apartment,Furnished,23043526.0
4294,2,3.0,26.0,1,Mumbai,Apartment,Furnished,79171445.0
845,5,3.0,33.0,2,Nagpur,Villa,Unfurnished,7576083.0
2807,1,2.0,15.0,0,Nashik,Apartment,Unfurnished,15585633.0
4163,3,2.0,29.0,1,Thane,Apartment,Furnished,51562478.0
3724,4,4.0,16.0,0,Mumbai,Apartment,Unfurnished,69388610.0
4199,5,1.0,4.0,3,Pune,Villa,Semi-Furnished,42593748.0
1181,3,1.0,31.0,2,Pune,Apartment,Semi-Furnished,12028547.0
3705,2,1.0,36.0,2,Thane,Villa,Unfurnished,46224292.0
4414,2,4.0,39.0,2,Pune,Apartment,Semi-Furnished,40537016.0
1804,2,2.0,4.0,0,Thane,Apartment,Semi-Furnished,24037056.0
2494,4,1.0,22.0,0,Pune,Apartment,Furnished,23813551.0
2623,2,1.0,24.0,1,Mumbai,Apartment,Unfurnished,47136917.0
2474,4,1.0,3.0,0,Thane,Apartment,Unfurnished,31280987.0
1659,4,4.0,38.0,1,Mumbai,Independent House,Unfurnished,32103141.0
4383,5,2.0,4.0,1,Thane,Apartment,Unfurnished,55858086.0
4325,2,1.0,10.0,3,Pune,Independent House,Semi-Furnished,41172640.0
2022,5,1.0,38.0,1,Nashik,Apartment,Semi-Furnished,13888474.0
3721,3,3.0,22.0,0,Nashik,Apartment,Unfurnished,21167260.0
2090,4,3.0,27.0,3,Thane,Villa,Furnished,29782308.0
3679,4,4.0,19.0,0,Pune,Independent House,Unfurnished,35962209.0
2839,5,1.0,30.0,0,Mumbai,Apartment,Semi-Furnished,52622770.0
2380,3,1.0,3.0,1,Nagpur,Apartment,Furnished,12983415.0
1012,4,1.0,27.0,0,Thane,Villa,Semi-Furnished,15624396.0
3118,2,2.0,2.0,3,Thane,Apartment,Semi-Furnished,39371735.0
1784,3,3.0,7.0,1,Thane,Villa,Furnished,25341982.0
1367,3,3.0,20.0,3,Nashik,Independent House,Semi-Furnished,10153601.0
1272,4,1.0,17.0,0,Nashik,Apartment,Unfurnished,8846392.0
4427,4,3.0,6.0,2,Thane,Independent House,Unfurnished,57296712.0
913,1,3.0,31.0,0,Thane,Apartment,Furnished,10702744.0
3694,5,1.0,12.0,0,Thane,Independent House,Unfurnished,47594178.0
3964,4,3.0,34.0,1,Thane,Independent House,Furnished,49706130.0
624,1,2.0,0.0,3,Thane,Villa,Unfurnished,10765747.0
2857,5,1.0,9.0,1,Pune,Independent House,Unfurnished,28399512.0
2809,4,2.0,11.0,3,Pune,Independent House,Furnished,29971852.0
1934,1,4.0,23.0,0,Thane,Apartment,Furnished,24757597.0
3166,3,3.0,16.0,1,Nashik,Apartment,Unfurnished,19333811.0
2134,5,2.0,6.0,2,Pune,Apartment,Unfurnished,21883142.0
2258,2,4.0,22.0,1,Nashik,Apartment,Semi-Furnished,13812902.0
2226,5,2.0,38.0,2,Nashik,Villa,Semi-Furnished,15078339.0
3702,3,2.0,5.0,2,Thane,Apartment,Semi-Furnished,46420282.0
3032,2,1.0,10.0,0,Thane,Villa,Unfurnished,39260840.0
2016,2,4.0,19.0,2,Pune,Apartment,Furnished,20619269.0
4207,3,4.0,29.0,3,Mumbai,Apartment,Unfurnished,77212951.0
3708,4,1.0,5.0,3,Pune,Apartment,Unfurnished,36279951.0
4231,5,3.0,9.0,1,Thane,Independent House,Semi-Furnished,54416936.0
3422,1,4.0,9.0,1,Pune,Apartment,Unfurnished,32302067.0
2065,5,3.0,24.0,3,Nashik,Apartment,Semi-Furnished,13666880.0
3591,3,1.0,3.0,3,Nashik,Apartment,Semi-Furnished,22905543.0
1817,1,4.0,26.0,3,Nashik,Independent House,Semi-Furnished,12428513.0
1583,5,2.0,17.0,3,Nashik,Apartment,Semi-Furnished,12080526.0
2304,2,2.0,13.0,1,Nagpur,Villa,Unfurnished,12782259.0
4377,4,2.0,34.0,0,Nashik,Apartment,Furnished,26655444.0
2771,4,4.0,32.0,0,Pune,Apartment,Semi-Furnished,27538351.0
2034,1,3.0,32.0,1,Mumbai,Villa,Semi-Furnished,38885671.0
2347,2,3.0,35.0,3,Nashik,Villa,Unfurnished,15677368.0
1664,4,4.0,9.0,1,Mumbai,Villa,Semi-Furnished,34646151.0
3135,2,4.0,34.0,1,Nagpur,Apartment,Furnished,14916683.0
1901,1,4.0,7.0,3,Mumbai,Independent House,Semi-Furnished,37716106.0
2717,1,4.0,13.0,0,Thane,Apartment,Furnished,33990310.0
1979,5,4.0,22.0,2,Pune,Independent House,,21910599.0
1782,1,4.0,29.0,2,Nagpur,Apartment,Furnished,9850536.0
4380,1,3.0,23.0,3,Pune,Apartment,Unfurnished,40115850.0
1882,3,1.0,22.0,1,Nashik,Apartment,Unfurnished,11111683.0
782,1,1.0,15.0,2,Mumbai,Villa,Semi-Furnished,17131180.0
2014,4,4.0,23.0,3,Nashik,Villa,Unfurnished,15190554.0
2628,3,2.0,19.0,3,Pune,Apartment,Semi-Furnished,25409992.0
878,4,4.0,19.0,2,Nagpur,Apartment,Unfurnished,5479472.0
1722,3,4.0,23.0,2,Nashik,Apartment,Semi-Furnished,11962505.0
1164,4,3.0,24.0,3,Thane,Apartment,Furnished,17022898.0
2502,4,4.0,13.0,3,Nagpur,Independent House,Semi-Furnished,16689047.0
3392,3,2.0,5.0,2,Nashik,Apartment,Semi-Furnished,21072840.0
4373,1,2.0,11.0,1,Thane,Apartment,Semi-Furnished,53691916.0
2056,2,4.0,16.0,2,Pune,Apartment,Furnished,21110477.0
3953,1,4.0,6.0,0,Nashik,Apartment,Semi-Furnished,23684340.0
1358,1,1.0,7.0,2,Mumbai,Independent House,Semi-Furnished,26218904.0
3621,2,4.0,38.0,1,Nagpur,Apartment,Unfurnished,16439753.0
2750,2,2.0,11.0,3,Pune,Independent House,Unfurnished,27512447.0
3532,1,4.0,29.0,2,Mumbai,Villa,Semi-Furnished,66086256.0
3522,2,3.0,5.0,3,Nagpur,Apartment,Semi-Furnished,18644585.0
2629,3,3.0,38.0,3,Mumbai,Apartment,Furnished,49105522.0
1529,1,1.0,8.0,3,Pune,Villa,Furnished,17581842.0
2604,2,2.0,15.0,0,Mumbai,Villa,Semi-Furnished,50340011.0
3807,1,3.0,31.0,3,Thane,Apartment,Semi-Furnished,46271690.0
4382,1,4.0,8.0,1,Pune,Independent House,Furnished,42014667.0
4210,1,1.0,21.0,2,Mumbai,Apartment,Semi-Furnished,76170147.0
1225,3,1.0,31.0,1,Thane,Apartment,Semi-Furnished,15058500.0
2889,4,3.0,0.0,1,Thane,Apartment,Semi-Furnished,36941419.0
918,4,2.0,1.0,3,Pune,Villa,Unfurnished,12803993.0
3175,4,4.0,31.0,3,Nashik,Apartment,Unfurnished,19342064.0
4469,4,1.0,10.0,2,Pune,Apartment,Semi-Furnished,43090343.0
710,5,2.0,36.0,0,Thane,Apartment,Semi-Furnished,9457310.0
3126,2,1.0,37.0,0,Mumbai,Apartment,Unfurnished,55607837.0
4282,4,3.0,35.0,0,Mumbai,Apartment,Unfurnished,78383641.0
3888,5,4.0,39.0,3,Pune,Independent House,Unfurnished,37573409.0
2069,3,1.0,32.0,1,Nashik,Apartment,Furnished,12800800.0
915,5,2.0,15.0,0,Pune,Independent House,Furnished,12953973.0
4195,1,4.0,39.0,2,Nagpur,Villa,Furnished,20699414.0
4185,5,1.0,13.0,3,Mumbai,Villa,Furnished,80642694.0
2815,3,4.0,23.0,2,Nashik,Independent House,Unfurnished,18565800.0
4415,2,4.0,0.0,1,Thane,Apartment,Unfurnished,54902179.0
518,1,1.0,38.0,0,Pune,Apartment,Semi-Furnished,4586042.0
2966,4,1.0,23.0,3,Pune,Apartment,Semi-Furnished,28919400.0
654,3,3.0,37.0,0,Mumbai,Apartment,Semi-Furnished,13318211.0
4242,2,1.0,14.0,3,Nagpur,Apartment,Unfurnished,20341109.0
3221,2,3.0,12.0,0,Pune,Villa,Furnished,33672642.0
4153,5,1.0,20.0,0,Nagpur,Independent House,Semi-Furnished,21823500.0
2750,3,3.0,34.0,1,Nashik,Apartment,Semi-Furnished,15589492.0
833,1,2.0,21.0,0,Nashik,Villa,Furnished,6997550.0
606,2,3.0,31.0,0,Nashik,Apartment,Semi-Furnished,4391264.0
1842,1,4.0,8.0,0,Pune,Apartment,Furnished,19077410.0
3473,4,2.0,31.0,2,Pune,Apartment,Semi-Furnished,32727229.0
1104,5,3.0,29.0,3,Nagpur,Apartment,Furnished,8869935.0
3908,5,3.0,35.0,0,Mumbai,Apartment,Furnished,72434715.0
1457,4,4.0,2.0,2,Nashik,Apartment,Semi-Furnished,11781390.0
2485,4,1.0,15.0,1,Thane,Apartment,Semi-Furnished,31995427.0
1312,3,1.0,3.0,1,Pune,Apartment,Furnished,13839288.0
2363,4,2.0,16.0,1,Mumbai,Independent House,Semi-Furnished,45664279.0
2308,1,3.0,30.0,3,Mumbai,Apartment,Semi-Furnished,43355148.0
521,3,4.0,25.0,2,Pune,Villa,Semi-Furnished,8033980.0
2771,3,2.0,30.0,2,Thane,Villa,Unfurnished,36043321.0
3646,1,1.0,29.0,3,Thane,Apartment,Semi-Furnished,43522528.0
4245,3,3.0,39.0,2,Mumbai,Apartment,Furnished,77500290.0
1822,4,3.0,35.0,0,Thane,Independent House,Unfurnished,23027571.0
4022,2,2.0,23.0,0,Pune,Apartment,Unfurnished,36871482.0
4015,3,1.0,35.0,1,Thane,Apartment,Unfurnished,47817876.0
4453,2,4.0,1.0,0,Thane,Independent House,Semi-Furnished,57356372.0
1992,2,4.0,28.0,2,Pune,Independent House,Unfurnished,19548906.0
3903,1,3.0,20.0,1,Nashik,Villa,Semi-Furnished,24204100.0
2760,2,3.0,38.0,0,Nagpur,Independent House,Unfurnished,13355121.0
733,5,2.0,20.0,1,Mumbai,Apartment,Unfurnished,14396406.0
1581,5,2.0,7.0,3,Mumbai,Villa,Unfurnished,33289642.0
3188,4,1.0,28.0,3,Nashik,Apartment,Unfurnished,18881454.0
1142,4,,38.0,3,Pune,Independent House,Furnished,13481008.0
2238,4,2.0,0.0,3,Pune,Apartment,Furnished,23550223.0
3599,3,2.0,2.0,2,Pune,Apartment,Furnished,35133340.0
1099,3,1.0,26.0,3,Nagpur,Apartment,Furnished,7082297.0
2486,4,4.0,22.0,3,Mumbai,Villa,Unfurnished,49423576.0
1359,4,2.0,21.0,2,Nashik,Apartment,Furnished,9817874.0
2645,3,3.0,3.0,1,Pune,Villa,Semi-Furnished,27679158.0
1462,3,2.0,22.0,3,Pune,Apartment,Furnished,15305472.0
4361,3,2.0,22.0,1,Nagpur,Apartment,Semi-Furnished,20598505.0
806,2,4.0,33.0,0,Pune,Apartment,Semi-Furnished,8183001.0
4354,2,3.0,15.0,0,Nagpur,Apartment,Unfurnished,20007074.0
3667,1,4.0,13.0,2,Mumbai,Villa,Unfurnished,69403807.0
3922,3,2.0,3.0,0,Nagpur,Independent House,Semi-Furnished,20944678.0
3906,4,2.0,22.0,0,Mumbai,Villa,Semi-Furnished,74259845.0
1250,4,2.0,25.0,0,Thane,Apartment,Furnished,15959511.0
4224,5,3.0,11.0,2,Pune,Apartment,Unfurnished,40034832.0
2877,1,2.0,29.0,1,Thane,Independent House,Semi-Furnished,36285703.0
4348,4,2.0,37.0,2,Pune,Villa,Semi-Furnished,41918216.0
4012,4,1.0,6.0,2,Pune,Independent House,Unfurnished,38558128.0
2818,3,3.0,22.0,3,Nashik,Apartment,Semi-Furnished,17447786.0
1997,2,3.0,27.0,0,Pune,Villa,Semi-Furnished,20682056.0
969,2,3.0,0.0,1,Mumbai,Apartment,Semi-Furnished,19700893.0
904,4,4.0,7.0,2,Thane,Villa,Unfurnished,15668606.0
2058,5,4.0,15.0,1,Nagpur,Independent House,Unfurnished,13090625.0
3743,4,4.0,5.0,0,Nashik,Independent House,Unfurnished,24262568.0
2521,3,1.0,14.0,0,Thane,Apartment,Furnished,32758767.0
2427,4,4.0,5.0,1,Mumbai,Independent House,Furnished,48409619.0
1477,1,2.0,35.0,1,Pune,Apartment,Unfurnished,12653389.0
2757,4,2.0,23.0,0,Thane,Apartment,Semi-Furnished,35095265.0
3052,1,2.0,13.0,1,Pune,Villa,Furnished,30996697.0
4428,5,2.0,31.0,2,Pune,Apartment,Unfurnished,41005714.0
3417,5,4.0,0.0,3,Pune,Apartment,Unfurnished,34501549.0
2928,3,3.0,23.0,2,Mumbai,Villa,Unfurnished,56011203.0
4140,2,4.0,27.0,0,Mumbai,Villa,Unfurnished,76605927.0
2199,4,4.0,32.0,2,Mumbai,Apartment,Furnished,41899371.0
4239,4,2.0,8.0,0,Nashik,Apartment,Furnished,25588344.0
1979,4,3.0,23.0,0,Nagpur,Villa,Semi-Furnished,11308249.0
1011,3,3.0,30.0,2,Thane,Apartment,Semi-Furnished,13423665.0
2170,2,2.0,31.0,1,Pune,Apartment,Furnished,20617279.0
1015,1,3.0,7.0,1,Pune,Apartment,Unfurnished,9672064.0
973,2,3.0,39.0,3,Nashik,Villa,Unfurnished,8011542.0
4024,3,4.0,10.0,0,Pune,Apartment,Unfurnished,37594985.0
3679,3,4.0,15.0,0,Mumbai,Apartment,Furnished,69232639.0
1384,3,3.0,7.0,2,Nashik,Independent House,Semi-Furnished,11410402.0
3850,2,4.0,5.0,1,Nagpur,Independent House,Semi-Furnished,21634351.0
775,5,1.0,10.0,3,Pune,Villa,Semi-Furnished,12057928.0
1637,2,4.0,5.0,0,Nagpur,Villa,Unfurnished,10165676.0
3324,5,2.0,29.0,1,Nashik,Independent House,Semi-Furnished,21736465.0
1715,2,2.0,23.0,0,Thane,Apartment,Furnished,22593912.0
3422,3,4.0,15.0,0,Mumbai,Apartment,Furnished,63398504.0
3997,4,2.0,21.0,1,Nagpur,Villa,Semi-Furnished,22004108.0
764,2,4.0,24.0,2,Nagpur,Independent House,Unfurnished,5885142.0
595,2,2.0,7.0,0,Pune,Villa,Furnished,9109227.0
4260,2,2.0,11.0,3,Nashik,Apartment,Semi-Furnished,24230120.0
2581,5,2.0,35.0,2,Nagpur,Independent House,Semi-Furnished,14341319.0
2525,1,2.0,0.0,1,Pune,Villa,Unfurnished,25393519.0
2354,3,4.0,38.0,3,Mumbai,Apartment,Unfurnished,44050399.0
2234,4,1.0,38.0,1,Mumbai,Independent House,Semi-Furnished,42002134.0
3260,4,3.0,10.0,0,Nagpur,Villa,Semi-Furnished,18834460.0
